id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,realease_year,emotion_tag
2409,Promises (with Sam Smith),Calvin Harris,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,213309,4,2018,
2410,goosebumps,Travis Scott,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837,4,2016,
2411,ТАЙМАУТ - Remix,Nikitata,0.798,0.863,6,-5.395,0,0.108,0.000314,0.634,0.07,0.375,125.928,154286,4,2022,angry
2412,EAT,Poppy,0.438,0.91,8,-3.672,1,0.23,0.00111,0.207,0.21,0.26,160.081,181104,4,2021,angry
2413,Walking On A Dream,Empire of the Sun,0.87,0.699,5,-5.541,0,0.0459,0.245,6.76E-06,0.0588,0.726,126.967,198440,4,2008,
2414,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,190476,4,2020,
2415,Kill Em With Kindness - Acoustic,Various Artists,0.543,0.158,11,-14.905,1,0.032,0.922,0,0.102,0.152,94.713,212693,4,2017,
2416,Miss Diva (feat. Yungen),One Acen,0.872,0.691,8,-6.123,1,0.193,0.12,0,0.299,0.741,102.027,174280,4,2019,
2417,The Summoning,Sleep Token,0.391,0.711,10,-5.39,0,0.0403,0.00157,0.0042,0.0576,0.149,172.958,395716,4,2023,
2418,Space Song,Beach House,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073,320467,4,2015,
2419,Pepper & Salt,Blac Bamboo,0.795,0.395,11,-9.573,1,0.199,0.17,0.842,0.111,0.49,85.043,250303,4,2022,
2420,Rich Moon,LYXOc,0.795,0.214,10,-13.991,0,0.214,0.498,0.919,0.109,0.384,82.012,123293,4,2022,
2421,Real As It Gets (feat. EST Gee),Lil Baby,0.779,0.705,6,-5.891,0,0.163,0.00471,0,0.0971,0.196,140.005,192804,4,2021,
2422,The Hardest Part - Acoustic,Olivia Dean,0.512,0.204,5,-8.376,1,0.036,0.942,0,0.106,0.296,129.947,175987,3,2020,sad
2423,Blueberry Faygo,Lil Mosey,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,162547,4,2020,happy
2424,Black Lungs,Architects,0.462,0.932,1,-3.933,1,0.0952,0.000139,7.02E-05,0.226,0.46,90.496,231162,4,2021,
2425,I’ll Keep You Safe,Vluestar,0.504,0.401,0,-10.016,1,0.0958,0.805,0.00596,0.155,0.243,114.95,140312,4,2021,
2426,Zen A.M.,Howie Doowin,0.613,0.433,6,-11.318,1,0.363,0.134,0.924,0.108,0.498,180.092,120667,4,2023,
2427,ICY GRL,Saweetie,0.927,0.563,7,-5.827,1,0.175,0.0306,0,0.0736,0.842,103.312,109302,4,2018,angry
2428,Don't Wanna Fall In Love,KYLE,0.487,0.617,0,-6.9,1,0.275,0.0151,0,0.356,0.604,132.088,232368,4,2015,
2429,This Is War,Five Finger Death Punch,0.59,0.993,6,-3.52,1,0.172,0.00048,0,0.358,0.25,106.05,191633,4,2020,angry
2430,I Let It in and It Took Everything...,Loathe,0.513,0.799,1,-6.951,0,0.0398,0.000719,0.366,0.108,0.229,133.022,320413,4,2020,
2431,No Auto (feat. Lil Durk),Lil Uzi Vert,0.713,0.681,11,-7.645,0,0.351,0.00286,0,0.291,0.635,159.107,135065,4,2020,
2432,Best of My Love,The Emotions,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,220560,4,1977,
2433,Somewhere Only We Know,Keane,0.448,0.665,9,-4.203,1,0.026,0.06,2.55E-05,0.0828,0.304,172.004,237147,4,2004,
2434,Clash (feat. Stormzy),Dave,0.871,0.519,2,-6.549,1,0.258,0.313,8.14E-06,0.0869,0.532,140.013,251733,4,2021,
2435,The Breakup Song,Various Artists,0.605,0.835,9,-7.42,0,0.0602,0.0508,0.166,0.212,0.688,140.906,165173,4,2023,
2436,Messed up,Lev Cameron,0.749,0.569,10,-5.585,1,0.0409,0.207,0.00023,0.0861,0.388,110.052,198018,4,2022,sad
2437,How I Love,King Tuff,0.649,0.521,9,-7.224,0,0.0253,0.0508,0.000509,0.161,0.649,77.479,288027,4,2023,
2438,All For You,Boxi Docks,0.7,0.117,0,-16.173,0,0.0526,0.834,0.913,0.112,0.0673,73.04,105950,4,2022,
2439,Scott Street,Phoebe Bridgers,0.508,0.417,10,-9.632,1,0.0296,0.77,0.0928,0.0887,0.483,134.944,305001,4,2017,
2440,Rain On Me (with Ariana Grande),Lady Gaga,0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,182200,4,2020,
2441,Innocence and Sadness,Dermot Kennedy,0.505,0.397,11,-8.032,1,0.0661,0.923,0,0.109,0.653,65.054,252658,4,2022,
2442,Fault Line,Kendall Amon,0.724,0.595,1,-7.848,1,0.164,0.766,1.32E-05,0.0731,0.463,157.952,202000,4,2022,
2443,Myth,Beach House,0.445,0.704,3,-6.257,1,0.0292,0.0336,0.116,0.0828,0.409,141.954,258653,4,2012,sad
2444,Sensei,ZieZie,0.812,0.803,2,-4.93,0,0.163,0.266,0,0.0589,0.905,100.994,166337,4,2018,
2445,Double Dark,Wildhood,0.492,0.422,5,-7.761,1,0.0366,0.0668,0.00454,0.0971,0.12,112.106,290603,4,2016,
2446,Look To Him,Greentea Peng,0.733,0.639,11,-7.971,0,0.0969,0.347,0.011,0.301,0.415,94.014,251533,4,2022,
2447,Feels In My Body,Icona Pop,0.653,0.869,9,-3.907,0,0.0583,0.0372,8.73E-05,0.158,0.83,122.047,159045,4,2020,
2448,Teddy Bear,Melanie Martinez,0.646,0.656,11,-5.505,0,0.152,0.242,0,0.0613,0.66,126.767,245728,5,2015,
2449,Complicated,Avril Lavigne,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,244507,4,2002,
2450,TSU,Drake,0.568,0.56,9,-9.059,1,0.42,0.228,3.05E-06,0.39,0.246,130.019,308756,4,2021,chill
2451,Pencil Full of Lead,Paolo Nutini,0.735,0.767,7,-6.536,1,0.116,0.324,0,0.146,0.833,106.132,146733,4,2009,
2452,EA (feat. 21 Savage),Young Nudy,0.451,0.876,10,-5.205,0,0.414,0.261,0,0.098,0.227,87.306,227176,5,2017,
2453,I Don't Wanna Talk About It - Live,Iain Matthews,0.611,0.258,8,-15.427,1,0.0263,0.0938,6.72E-05,0.954,0.291,76.836,301840,4,2016,
2454,crybaby,Lil Peep,0.522,0.546,3,-9.528,1,0.0514,0.297,0,0.7,0.234,96.957,247453,4,2016,sad
2455,Savior Complex,Phoebe Bridgers,0.377,0.44,4,-11.878,1,0.0325,0.931,0.0196,0.105,0.224,128.999,241640,3,2020,
2456,Side By Side,Ookay,0.89,0.394,0,-6.943,1,0.108,0.194,0.000389,0.0808,0.68,101.996,100915,4,2021,
2457,What's Been On Your Mind?,Surfaces,0.736,0.667,1,-4.716,1,0.0303,0.0158,0,0.131,0.774,116.973,172490,4,2022,
2458,Mystery of Love,Various Artists,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,248965,5,2017,sad
2459,Phoebe Buffay,Erik Obregon,0.641,0.5,0,-7.517,0,0.311,0.371,0.834,0.119,0.428,177.712,163146,4,2023,
2460,Aurora Village,Venn Divi,0.733,0.397,3,-7.735,1,0.103,0.846,0.569,0.359,0.305,90.005,153880,4,2022,
2461,Life @ 11,A Day To Remember,0.443,0.985,4,-4.001,1,0.124,4.63E-05,0,0.378,0.429,143.97,202521,4,2013,
2462,Gecko (Overdrive) - Radio Edit,Oliver Heldens,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15E-05,0.336,0.76,124.959,165441,4,2014,
2463,Routine,Glenn Chiller,0.857,0.457,8,-11.169,0,0.588,0.892,0.711,0.21,0.969,154.136,141818,4,2022,
2464,No Love,Death Grips,0.547,0.884,8,-1.452,1,0.366,0.0221,1.33E-06,0.0662,0.608,146.75,303693,3,2012,
2465,Don't You Worry Child,Madilyn Bailey,0.463,0.356,4,-7.751,0,0.0417,0.814,0,0.334,0.378,125.231,207787,1,2013,
2466,Au Revoir (feat. Sido),Mark Forster,0.659,0.873,0,-5.349,1,0.0871,0.0435,0,0.379,0.623,105.963,202320,4,2014,
2467,DEATHCAMP (feat. Cole Alexander),"Tyler, The Creator",0.581,0.746,10,-5.495,0,0.0422,0.0149,0.000276,0.594,0.455,101.881,189703,4,2015,
2468,Imagination,Shawn Mendes,0.64,0.455,0,-5.942,1,0.0247,0.0743,0,0.0694,0.333,89.948,217773,4,2015,sad
2469,The Sky,offwire,0.457,0.5,10,-10.57,1,0.044,0.00212,0.816,0.111,0.282,76.028,261753,4,2021,
2470,Turn Around - Radio Edit,Phats & Small,0.797,0.752,6,-7.343,0,0.128,0.0135,0.00496,0.264,0.801,131.932,212147,4,1999,happy
2471,Tap Out (feat. Jeremih),Jay Rock,0.676,0.62,5,-6.343,0,0.0562,0.105,0,0.211,0.607,100.06,199960,4,2018,
2472,The Safety Dance,Men Without Hats,0.525,0.882,5,-4.479,1,0.0467,0.0252,0,0.101,0.623,101.674,164867,4,2013,
2473,Aesthetic,Devonte Mayo,0.686,0.584,0,-12.122,1,0.48,0.885,7.47E-05,0.278,0.71,169.581,208692,4,2020,
2474,Child Psychology,Black Box Recorder,0.354,0.394,2,-11.563,1,0.053,0.132,0.044,0.131,0.166,160.554,248267,3,1998,
2475,Water Fountain,Alec Benjamin,0.723,0.504,8,-5.572,1,0.0392,0.388,7.40E-05,0.087,0.551,133.975,218893,4,2018,
2476,Miss You - Remastered,The Rolling Stones,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,288667,4,1978,
2477,Two Moons,BoyWithUke,0.841,0.502,6,-9.068,0,0.211,0.52,0.000187,0.103,0.863,109.965,224747,4,2021,
2478,Mouth of a Liar,Emile Mosseri,0.348,0.181,5,-19.596,1,0.033,0.882,0.966,0.0894,0.0777,78.047,113777,4,2023,
2479,I Ain't Got Time!,"Tyler, The Creator",0.549,0.725,1,-7.239,1,0.397,0.0539,3.52E-05,0.148,0.547,108.822,206267,4,2017,
2480,Hold Me While You Wait,Lewis Capaldi,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,205687,4,2019,
2481,Fall in Love with You.,Montell Fish,0.483,0.0394,4,-19.525,1,0.0537,0.922,0.0125,0.112,0.146,73.984,132000,4,2021,
2482,Pain,Nessa Barrett,0.469,0.11,0,-14.773,1,0.0423,0.602,0,0.102,0.103,119.745,219360,4,2020,
2483,Urch,Sydney Yungins,0.891,0.549,11,-10.562,0,0.269,0.273,3.71E-05,0.118,0.848,140.73,255754,4,2020,
2484,Pour Me Another One,Krept & Konan,0.55,0.731,0,-5.436,1,0.222,0.307,6.35E-05,0.263,0.722,106.528,209808,4,2018,happy
2485,weary,Mauve,0.459,0.594,10,-6.154,1,0.0283,0.0654,9.66E-05,0.105,0.321,143.956,180833,4,2023,
2486,nineteen,Lil Peep,0.567,0.624,11,-7.033,0,0.0472,0.00851,0.000522,0.0954,0.289,131.983,177040,4,2016,
2487,Ban Drill,Krept & Konan,0.503,0.743,6,-6.044,0,0.332,0.102,0,0.0863,0.423,93.27,287927,4,2019,
2488,"Secret Love Song, Pt. II",Little Mix,0.384,0.385,9,-7.252,1,0.0383,0.75,0,0.08,0.155,94.415,266920,4,2015,
2489,Shotgun,George Ezra,0.673,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.744,201287,4,2018,
2490,Smithereens (with Rachel Chinouriri),Boyish,0.557,0.224,2,-13.313,1,0.0386,0.895,0,0.416,0.125,109.503,163823,4,2022,
2491,Almost There,Various Artists,0.512,0.499,0,-6.485,1,0.0519,0.809,2.22E-05,0.284,0.51,78.907,144427,4,2009,
2492,Sin in My Heart,Gulch,0.311,0.905,0,-3.179,1,0.049,1.06E-05,0.7,0.0485,0.192,139.167,204339,4,2020,angry
2493,Slowdiving,Duñe,0.723,0.708,4,-10.91,0,0.055,0.226,0.73,0.306,0.958,89.002,194157,4,2020,
2494,Heaven On My Mind (with Sigala),Becky Hill,0.71,0.891,0,-3.116,0,0.0749,0.0313,0,0.365,0.705,125.024,192573,4,2020,happy
2495,Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,0.726,0.408,11,-6.606,0,0.0614,0.603,0,0.225,0.459,115.918,143227,4,2019,
2496,Taking Back My Friends,Filippa Spandow,0.486,0.348,11,-8.964,1,0.0468,0.0475,0.000546,0.085,0.244,163.788,182646,4,2022,
2497,THIS IS MY LIFE,Kordhell,0.48,0.924,10,-0.528,0,0.0699,0.00276,0.0139,0.346,0.414,170.061,127059,4,2022,
2498,Try For You,miksklim,0.641,0.773,6,-10.211,1,0.0349,0.253,0.00148,0.0783,0.0945,122,172623,4,2022,chill
2499,Loving You,Seafret,0.565,0.469,9,-6.763,1,0.0281,0.764,5.69E-06,0.0878,0.0873,129.985,195147,4,2020,
2500,Self-Contained,DWY,0.35,0.157,5,-11.442,0,0.0323,0.968,3.51E-05,0.14,0.354,75.303,181166,4,2022,
2501,On Demand,Tom Doolie,0.725,0.616,9,-8.39,0,0.0499,0.658,0.804,0.127,0.563,83.002,116493,4,2023,
2502,Dangerous (Acoustic),Gianna Ernst,0.699,0.432,8,-7.765,0,0.0416,0.827,0,0.107,0.617,109.962,203080,4,2022,
2503,Shut Up and Dance,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4,2014,
2504,Stand By Me,Florence + The Machine,0.613,0.335,9,-6.791,1,0.0281,0.841,0.000161,0.194,0.245,108.014,245780,4,2016,
2505,Nice To Meet Ya,Wes Nelson,0.802,0.719,4,-4.271,0,0.0792,0.081,0,0.141,0.336,101.971,181919,4,2021,happy
2506,Don't Worry Be Happy,Bobby McFerrin,0.681,0.163,11,-22.597,1,0.165,0.881,7.62E-05,0.0688,0.771,69.283,292400,4,1997,
2507,Live Another Day,Kordhell,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005,133565,4,2021,
2508,Smile,Lily Allen,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,196893,4,2006,
2509,"Tag, You're It",Melanie Martinez,0.559,0.835,5,-5.555,0,0.0424,0.24,0.019,0.185,0.382,114.908,189027,4,2015,sad
2510,Save Your Tears,The Weeknd,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24E-05,0.543,0.644,118.051,215627,4,2020,
2511,You Make Loving Fun - 2004 Remaster,Fleetwood Mac,0.625,0.591,7,-9.127,0,0.0265,0.0138,0.0399,0.0893,0.863,126.597,213693,4,1977,
2512,Eat It Up,XXXTENTACION,0.918,0.546,7,-6.022,1,0.248,0.309,0,0.19,0.818,130.001,105210,4,2019,
2513,Vibez Only,Otis Neon,0.582,0.0446,2,-25.189,0,0.0837,0.956,0.907,0.143,0.463,82.981,93976,4,2023,
2514,666 ʇ,Bon Iver,0.634,0.341,1,-12.356,0,0.0337,0.9,0.0297,0.187,0.159,110.008,252000,4,2016,
2515,Never Be Alone,Shawn Mendes,0.376,0.466,10,-6.927,1,0.0353,0.514,5.80E-05,0.0781,0.276,199.835,215813,4,2015,
2516,For Once In My Life,Stevie Wonder,0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121,169800,4,1968,
2517,I'm With You,Vance Joy,0.658,0.396,7,-9.191,1,0.0285,0.814,1.05E-06,0.103,0.102,110.001,241173,3,2018,
2518,Running,Somni,0.643,0.579,7,-8.149,1,0.111,0.184,0.0501,0.117,0.342,147.989,250032,4,2022,
2519,Love Back,Why Don't We,0.611,0.744,4,-6.845,1,0.0654,0.026,0,0.176,0.705,105.882,185851,4,2021,
2520,WYD Now?,Sadie Jean,0.378,0.334,1,-10.993,1,0.304,0.776,0,0.115,0.496,181.296,144667,4,2021,
2521,Free Yourself,Chill Cole,0.691,0.404,1,-8.928,0,0.0399,0.449,0.841,0.109,0.378,81.982,167792,4,2023,
2522,Time to Pretend,MGMT,0.438,0.94,2,-3.249,1,0.0452,8.74E-05,0.0777,0.3,0.421,100.99,261000,3,2007,
2523,Cold,Praizee,0.663,0.514,7,-8.107,1,0.0319,0.114,0.345,0.122,0.168,80.037,135000,1,2022,
2524,Cry (feat. Grimes),Ashnikko,0.679,0.801,5,-4.611,0,0.275,0.0236,0,0.0573,0.825,173.938,126664,4,2021,
2525,You And Me Song,Various Artists,0.32,0.392,2,-8.223,1,0.038,0.00675,0,0.0738,0.266,144.64,168880,4,2018,
2526,Grenade,Bruno Mars,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,222091,4,2010,
2527,This Could Be Us,Rae Sremmurd,0.732,0.69,0,-4.992,0,0.134,0.291,0,0.116,0.758,143.072,206307,4,2015,
2528,Wash It All Away,Five Finger Death Punch,0.485,0.987,4,-3.1,1,0.0738,2.08E-05,0,0.267,0.272,123.576,224906,4,2015,
2529,Averío De Ti,Carolina Sarta,0.737,0.374,9,-8.266,1,0.0286,0.757,2.64E-05,0.113,0.499,102.027,192159,4,2022,
2530,Love To Go,Lost Frequencies,0.757,0.782,11,-6.58,1,0.152,0.66,0.0249,0.155,0.46,104.033,170769,4,2020,
2531,Faded Rose,NSH,0.757,0.52,1,-10.428,0,0.0338,0.155,0.00966,0.225,0.55,119.978,157500,4,2022,
2532,Bonfire,Childish Gambino,0.508,0.763,1,-5.674,1,0.303,0.0627,0,0.347,0.275,161.59,192947,4,2011,angry
2533,One Call Away,Charlie Puth,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,194453,4,2015,
2534,Marry You,Bruno Mars,0.621,0.82,10,-4.865,1,0.0367,0.332,0,0.104,0.452,144.905,230192,4,2010,
2535,If You Ever Change Your Mind,Calum Scott,0.667,0.718,1,-2.848,0,0.045,0.247,0,0.102,0.357,94.946,205995,4,2022,sad
2536,In The Now,2 Liter,0.54,0.0794,10,-20.868,0,0.048,0.875,0.902,0.292,0.175,60.009,139250,4,2022,
2537,Spicy (feat. Post Malone),Ty Dolla $ign,0.782,0.51,4,-5.724,0,0.0419,0.143,0,0.115,0.118,99.993,143375,4,2020,chill
2538,past bedtime,Son Of Arn,0.737,0.0749,9,-20.678,1,0.471,0.968,0.895,0.118,0.33,179.993,128056,4,2022,
2539,Hips Don't Lie (feat. Wyclef Jean),Shakira,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,218093,4,2005,
2540,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,0.792,0.511,2,-6.876,1,0.0409,0.124,9.04E-05,0.14,0.111,113.983,168490,4,2020,sad
2541,tear myself apart,Tate McRae,0.478,0.504,9,-6.91,0,0.0305,0.162,0,0.119,0.309,86.048,168547,4,2019,
2542,Back Home,Caribou,0.556,0.519,8,-11.179,1,0.0523,0.746,0.622,0.119,0.419,160,213133,4,2014,
2543,Lost Boy,Ruth B.,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,123.994,275280,4,2015,
2544,Chocolate,The 1975,0.614,0.938,11,-4.461,1,0.0611,0.000532,0,0.368,0.607,100.058,224674,4,2013,
2545,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Howard Shore,0.581,0.0549,10,-20.514,0,0.0397,0.559,0,0.0718,0.234,152.037,300840,4,2013,
2546,Bubble Gum,Clairo,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72E-05,0.387,0.229,207.97,175961,3,2019,
2547,BACK ON TOP (feat. Griff),HONNE,0.661,0.601,2,-7.493,1,0.0367,0.0464,2.72E-05,0.334,0.598,147.137,173984,4,2021,
2548,My Type,Saint Motel,0.596,0.897,10,-2.94,1,0.0462,0.0641,5.24E-05,0.0628,0.578,118,206394,4,2014,
2549,"You're Gonna Go Far, Kid",The Offspring,0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,177827,4,2008,
2550,I Know,Polo G,0.807,0.665,5,-5.249,0,0.276,0.0919,0,0.0788,0.557,164.964,176575,4,2020,chill
2551,Colors,Halsey,0.512,0.812,1,-4.809,1,0.0617,0.0534,0,0.092,0.521,100.02,249500,4,2015,
2552,hands!,William Crooks,0.754,0.47,11,-7.398,1,0.399,0.607,1.79E-06,0.211,0.381,130.016,187385,4,2020,
2553,Hurts The Most,Bradley Marshall,0.443,0.409,11,-9.006,1,0.0335,0.603,0,0.107,0.592,84.388,202643,4,2022,
2554,Little Bit Of Love,JP Cooper,0.659,0.801,7,-4.234,1,0.0435,0.0636,0,0.341,0.334,105.991,195452,4,2020,happy
2555,Only If You Knew,dutchavelli,0.816,0.766,1,-4.759,1,0.31,0.192,3.34E-05,0.0943,0.349,144.105,176667,4,2020,
2556,Blue,P.A.V,0.711,0.485,4,-12.025,0,0.0455,0.0839,0.811,0.0873,0.0829,107.994,152222,4,2023,
2557,By My Side,Altero,0.651,0.518,1,-11.456,1,0.228,0.109,5.59E-05,0.405,0.425,115.027,162924,4,2022,chill
2558,Idk How to Kill Myself,Yunggoth✰,0.434,0.656,10,-6.063,1,0.0375,0.614,0.00127,0.107,0.185,115.877,136620,4,2017,
2559,Deep Green,Marika Hackman,0.52,0.583,9,-10.085,0,0.0311,0.433,0.0203,0.197,0.236,98.987,215729,4,2014,
2560,Motorcycle,UOAK,0.751,0.839,7,-6.371,0,0.0341,0.0141,0.438,0.14,0.0392,124.026,193548,4,2022,
2561,Cherry Picking,poutyface,0.561,0.805,1,-4.352,0,0.0424,0.0246,0.00241,0.0493,0.791,81.506,150737,4,2022,
2562,Bulls On Parade,Rage Against The Machine,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,229467,4,1996,
2563,Peckham,Karma,0.905,0.614,1,-6.227,1,0.317,0.6,0,0.15,0.614,143.085,228252,4,2020,
2564,I'm Gone,Aitch,0.563,0.53,6,-9.057,0,0.331,0.342,0,0.205,0.475,104.615,170501,4,2017,
2565,send 4 u,Ragz Originale,0.605,0.596,2,-8.346,1,0.0534,0.229,0,0.173,0.572,80.011,146347,4,2021,
2566,SO DONE,The Kid LAROI,0.719,0.598,9,-6.254,1,0.077,0.232,0,0.115,0.303,142.592,126521,4,2020,
2567,Every Beginning Ends,Noah Cyrus,0.627,0.36,3,-9.93,1,0.0277,0.63,4.16E-05,0.109,0.39,116.944,150492,3,2022,
2568,Tag,Teethe,0.526,0.175,2,-14.757,1,0.03,0.891,0.948,0.114,0.0473,105.033,190125,4,2022,chill
2569,Miserable Man,David Kushner,0.632,0.349,10,-10.289,1,0.0346,0.926,7.50E-05,0.294,0.307,109.981,232992,4,2022,
2570,Fuckabout,Drenge,0.411,0.561,4,-8.708,1,0.0616,0.0211,0,0.205,0.439,137.232,255691,4,2013,angry
2571,Thy Mission,The Garden,0.419,0.94,10,-6.054,0,0.116,0.203,0.822,0.303,0.355,160.026,221000,4,2019,
2572,Got,Not3s,0.774,0.727,0,-3.99,1,0.293,0.301,3.53E-06,0.229,0.565,160.097,249027,4,2018,
2573,Sun Comes Up (feat. James Arthur),Rudimental,0.619,0.858,10,-5.28,1,0.0929,0.00791,0,0.173,0.23,106.017,232627,4,2017,
2574,Courtesy Call,Thousand Foot Krutch,0.532,0.633,11,-5.106,0,0.0682,0.00378,0,0.0804,0.448,164.13,236907,4,2012,
2575,Lullaby,Hobes,0.865,0.499,6,-10.816,1,0.107,0.891,6.42E-05,0.0968,0.629,109.985,117818,4,2022,
2576,Help Me Lose My Mind,Disclosure,0.78,0.708,5,-5.692,0,0.0549,0.0395,0.0798,0.0516,0.345,109.023,244480,4,2013,
2577,Salvation,Gabrielle Aplin,0.379,0.267,4,-8.981,1,0.0293,0.605,0.00322,0.152,0.229,135.198,248507,4,2013,
2578,In My Room,Chance Peña,0.408,0.338,4,-13.626,1,0.0431,0.521,0.000639,0.0732,0.1,133.943,177609,3,2022,
2579,Brand New City,Mitski,0.482,0.829,5,-5.956,0,0.0587,0.0499,0,0.0824,0.657,148.119,132773,4,2012,
2580,Rainy Day,Carabide,0.567,0.349,8,-14.097,1,0.176,0.799,0.939,0.222,0.34,79.528,136296,4,2022,
2581,rises the moon,Liana Flores,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,161929,3,2019,
2582,California Girls - NoMBe VS Sonny Alven,NoMBe,0.648,0.577,6,-9.916,0,0.144,0.895,0.0446,0.0848,0.353,97.91,185840,4,2016,
2583,Always be mine,submarine,0.833,0.438,11,-9.112,0,0.108,0.771,0.893,0.196,0.196,83.981,104881,4,2022,
2584,Summer Love,Polar Notes,0.658,0.704,0,-6.767,0,0.048,0.399,0.00774,0.142,0.226,120.02,143390,4,2022,
2585,Chasing Cars,Snow Patrol,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08E-05,0.132,0.136,104.016,267933,4,2006,
2586,Look At Me!,XXXTENTACION,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4,2017,
2587,Tonight Tonight,Hot Chelle Rae,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,200467,4,2011,happy
2588,Leave a Light On,Tom Walker,0.585,0.625,5,-5.94,1,0.109,0.0146,1.80E-06,0.131,0.28,68.68,185863,4,2019,sad
2589,Heatwave,Martha Reeves,0.412,0.576,5,-13.36,0,0.0355,0.753,0.167,0.0763,0.862,166.738,168520,4,2019,
2590,SELFISH,The Kid LAROI,0.373,0.539,1,-4.865,1,0.086,0.166,0,0.139,0.075,77.006,196202,1,2020,
2591,Runaway,AURORA,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83E-05,0.104,0.123,114.089,248827,4,2016,
2592,letting you go - demo,CLAY,0.616,0.485,5,-8.516,0,0.0386,0.619,0.00126,0.307,0.283,130.027,221469,4,2022,
2593,Bad Life - acoustic,Sigrid,0.542,0.358,4,-8.641,1,0.0544,0.612,0,0.369,0.434,189.826,220240,4,2022,
2594,No Saintz,Flash Dry,0.387,0.166,5,-13.42,0,0.101,0.855,0.904,0.119,0.317,170.124,112941,4,2022,chill
2595,Love On The Run,Broken Bells,0.532,0.67,3,-7.761,1,0.0256,0.115,0.688,0.146,0.338,139.984,423347,4,2022,
2596,Use It Up and Wear It Out - Radio Version,Odyssey,0.814,0.612,7,-13.842,1,0.0852,0.0931,0.0149,0.0571,0.681,127.371,184747,4,1985,
2597,Love In The Dark,Adele,0.331,0.341,9,-6.057,0,0.0309,0.528,0,0.109,0.152,109.821,285935,4,2015,
2598,Reet Petite,Jackie Wilson,0.664,0.66,5,-6.526,1,0.13,0.447,0,0.298,0.873,84.345,169240,4,1958,
2599,Glo,A92,0.869,0.548,6,-9.283,0,0.437,0.0763,0,0.0791,0.61,144.064,230000,4,2021,
2600,Devil's Work,Freddie Dredd,0.656,0.872,7,-6.663,1,0.206,0.00297,0.00302,0.0778,0.568,150.059,125608,4,2020,
2601,Trying My Best,Anson Seabra,0.691,0.0682,5,-18.186,1,0.0645,0.951,0,0.0916,0.352,76.94,222468,4,2020,
2602,Na Na Na,Howie Conyack,0.782,0.725,4,-10.387,0,0.056,0.179,0.39,0.48,0.356,120.019,166000,4,2022,chill
2603,IFHY (feat. Pharrell),"Tyler, The Creator",0.358,0.715,7,-6.181,1,0.331,0.197,0,0.581,0.275,85.478,319253,4,2013,
2604,Postcard,Luc Delvaux,0.615,0.288,4,-7.623,0,0.0454,0.842,0.914,0.11,0.423,89.988,142000,4,2023,
2605,Music For a Sushi Restaurant,Harry Styles,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,193813,4,2022,
